Time (ms);Distance (cm);Brightness (lux);a_x (m/s^2);a_y (m/s^2);a_z (m/s^2);a_mag (m/s^2);r_x (rad/s^2);r_y (rad/s^2);r_z (rad/s^2);roll (deg);pitch (deg);yaw (deg)
48778; 169.69 ; 389.00 ; 0.12 ; -0.12 ; 9.38 ; 9.38 ; 0.09 ; -0.10 ; -0.02 ; -0.72 ; -0.72 ; 102.47
48914; 106.36 ; 390.00 ; 0.16 ; -0.08 ; 9.38 ; 9.38 ; 0.06 ; -0.11 ; 0.18 ; -0.48 ; -0.96 ; 101.02
49045; 152.60 ; 439.00 ; 0.00 ; -0.12 ; 9.49 ; 9.49 ; 0.06 ; -0.13 ; 0.35 ; -0.71 ; 0.00 ; 102.39
49192; 96.75 ; 407.00 ; -0.04 ; -0.35 ; 9.30 ; 9.30 ; 0.06 ; -0.12 ; 0.40 ; -2.17 ; 0.24 ; 104.99
49325; 149.01 ; 449.00 ; -0.20 ; -0.35 ; 9.34 ; 9.34 ; 0.04 ; -0.08 ; -0.05 ; -2.17 ; 1.20 ; 108.80
49460; 107.07 ; 439.00 ; 0.00 ; -0.16 ; 9.26 ; 9.26 ; 0.05 ; -0.10 ; -0.24 ; -0.97 ; 0.00 ; 105.02
49592; 137.73 ; 408.00 ; -0.08 ; -0.27 ; 9.26 ; 9.26 ; 0.05 ; -0.10 ; -0.05 ; -1.70 ; 0.49 ; 104.85
49726; 104.37 ; 431.00 ; -0.08 ; -0.08 ; 9.38 ; 9.38 ; 0.05 ; -0.11 ; -0.10 ; -0.48 ; 0.48 ; 105.49
49861; 117.32 ; 398.00 ; -0.12 ; -0.31 ; 9.34 ; 9.34 ; 0.05 ; -0.12 ; -0.01 ; -1.93 ; 0.72 ; 103.67
49994; 218.97 ; 406.00 ; 0.04 ; -0.12 ; 9.26 ; 9.22 ; 0.05 ; -0.10 ; -0.01 ; -0.73 ; -0.24 ; 102.39
Time (ms);Distance (cm);Brightness (lux);a_x (m/s^2);a_y (m/s^2);a_z (m/s^2);a_mag (m/s^2);r_x (rad/s^2);r_y (rad/s^2);r_z (rad/s^2);roll (deg);pitch (deg);yaw (deg)
1049; 4.91 ; 418.00 ; 0.00 ; -0.16 ; 9.38 ; 9.38 ; 0.05 ; -0.11 ; 0.15 ; -0.96 ; 0.00 ; 106.36
1209; 14.76 ; 423.00 ; 0.00 ; -0.31 ; 9.57 ; 9.58 ; 0.05 ; -0.10 ; -0.06 ; -1.88 ; 0.00 ; 108.29
1338; 764.38 ; 423.00 ; -0.12 ; -0.20 ; 9.22 ; 9.22 ; 0.05 ; -0.10 ; -0.22 ; -1.22 ; 0.73 ; 107.16
1509; 7.00 ; 411.00 ; -0.08 ; -0.35 ; 9.45 ; 9.34 ; 0.05 ; -0.10 ; -0.13 ; -2.14 ; 0.48 ; 104.65
1635; 4.85 ; 394.00 ; -0.08 ; -0.31 ; 9.34 ; 9.34 ; 0.05 ; -0.10 ; -0.13 ; -1.93 ; 0.48 ; 102.60
1761; 7.06 ; 418.00 ; -0.31 ; -0.35 ; 9.30 ; 9.31 ; 0.05 ; -0.10 ; -0.03 ; -2.17 ; 1.93 ; 103.58
1887; 9.55 ; 382.00 ; -0.12 ; -0.31 ; 9.45 ; 9.46 ; 0.06 ; -0.11 ; 0.13 ; -1.90 ; 0.71 ; 103.66
2016; 5.83 ; 392.00 ; 0.04 ; -0.47 ; 9.18 ; 9.19 ; 0.06 ; -0.12 ; 0.34 ; -2.94 ; -0.24 ; 101.14
2142; 664.77 ; 430.00 ; 0.04 ; -0.20 ; 9.26 ; 9.26 ; 0.06 ; -0.12 ; 0.34 ; -1.21 ; -0.24 ; 105.88
2307; 5.83 ; 397.00 ; 0.04 ; 0.00 ; 9.38 ; 9.38 ; 0.06 ; -0.11 ; 0.13 ; 0.00 ; -0.24 ; 106.07
2432; 5.83 ; 437.00 ; 0.04 ; -0.12 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; 0.06 ; -0.72 ; -0.24 ; 107.07
2557; 5.81 ; 398.00 ; 0.12 ; -0.12 ; 9.41 ; 9.34 ; 0.05 ; -0.11 ; -0.01 ; -0.72 ; -0.72 ; 106.48
2686; 2270.67 ; 424.00 ; -0.08 ; 0.71 ; 9.45 ; 9.48 ; 0.02 ; -0.02 ; -1.56 ; 4.27 ; 0.47 ; 101.42
2947; 7.40 ; 452.00 ; -0.12 ; 0.39 ; 9.49 ; 9.50 ; -0.02 ; 0.05 ; -2.75 ; 2.37 ; 0.71 ; 85.92
3073; 10.51 ; 596.00 ; -0.55 ; -0.51 ; 9.38 ; 9.41 ; -0.04 ; 0.11 ; -3.81 ; -3.11 ; 3.35 ; 90.20
3198; 10.27 ; 539.00 ; 0.71 ; -0.16 ; 9.41 ; 9.44 ; 0.01 ; 0.03 ; -2.32 ; -0.95 ; -4.29 ; 59.12
3324; 21.69 ; 601.00 ; 0.55 ; 0.00 ; 9.34 ; 9.35 ; 0.03 ; -0.05 ; -1.09 ; 0.00 ; -3.37 ; 42.77
3453; 22.76 ; 596.00 ; 0.94 ; -0.43 ; 9.41 ; 9.47 ; 0.05 ; -0.13 ; 0.38 ; -2.62 ; -5.70 ; 36.24
3580; 22.46 ; 649.00 ; 1.45 ; -1.29 ; 9.30 ; 9.50 ; 0.07 ; -0.16 ; 1.07 ; -7.93 ; -8.79 ; 38.59
3707; 23.43 ; 558.00 ; 0.35 ; -0.98 ; 9.26 ; 9.32 ; 0.07 ; -0.15 ; 0.86 ; -6.05 ; -2.17 ; 47.27
3834; 484.14 ; 583.00 ; 0.04 ; -0.63 ; 9.30 ; 9.32 ; 0.08 ; -0.18 ; 1.44 ; -3.86 ; -0.24 ; 53.31
3988; 10.37 ; 562.00 ; 0.16 ; -0.51 ; 9.38 ; 9.39 ; 0.08 ; -0.19 ; 1.50 ; -3.11 ; -0.96 ; 57.06
4115; 9.45 ; 551.00 ; -0.04 ; -0.39 ; 9.34 ; 9.34 ; 0.08 ; -0.19 ; 1.51 ; -2.41 ; 0.24 ; 66.21
4244; 7.91 ; 507.00 ; 0.00 ; -0.27 ; 9.41 ; 9.42 ; 0.08 ; -0.19 ; 1.60 ; -1.67 ; 0.00 ; 73.97
4369; 286.08 ; 440.00 ; -0.04 ; 0.08 ; 9.30 ; 9.30 ; 0.08 ; -0.19 ; 1.57 ; 0.48 ; 0.24 ; 82.79
4511; 6.29 ; 444.00 ; 0.04 ; -0.27 ; 9.38 ; 9.34 ; 0.07 ; -0.17 ; 1.21 ; -1.68 ; -0.24 ; 90.58
4637; 5.68 ; 371.00 ; 0.16 ; -0.12 ; 9.41 ; 9.42 ; 0.06 ; -0.14 ; 0.75 ; -0.72 ; -0.95 ; 96.98
4763; 8.94 ; 420.00 ; -0.08 ; -0.12 ; 9.34 ; 9.34 ; 0.05 ; -0.12 ; 0.23 ; -0.72 ; 0.48 ; 104.73
4892; 8.53 ; 423.00 ; 0.16 ; 0.04 ; 9.34 ; 9.34 ; 0.05 ; -0.10 ; -0.09 ; 0.24 ; -0.96 ; 104.22
5018; 11.08 ; 383.00 ; 0.20 ; 0.55 ; 9.38 ; 9.39 ; 0.05 ; -0.11 ; 0.05 ; 3.35 ; -1.20 ; 104.33
5144; 6.90 ; 404.00 ; 0.27 ; 1.14 ; 9.49 ; 9.56 ; 0.06 ; -0.11 ; 0.16 ; 6.83 ; -1.65 ; 104.37
5270; 869.42 ; 393.00 ; 0.12 ; 1.06 ; 9.53 ; 9.59 ; 0.04 ; -0.05 ; -0.96 ; 6.34 ; -0.70 ; 107.40
5447; 227.39 ; 448.00 ; 0.08 ; -0.08 ; 9.26 ; 9.26 ; 0.03 ; -0.05 ; -1.17 ; -0.49 ; -0.49 ; 99.39
5588; 117.80 ; 451.00 ; 0.35 ; -1.57 ; 9.18 ; 9.32 ; 0.07 ; -0.10 ; -0.08 ; -9.70 ; -2.17 ; 90.36
5722; 135.16 ; 464.00 ; 0.27 ; -2.24 ; 9.06 ; 9.34 ; 0.07 ; -0.16 ; 1.00 ; -13.86 ; -1.69 ; 88.03
5855; 693.78 ; 413.00 ; 0.04 ; -0.51 ; 9.34 ; 9.35 ; 0.09 ; -0.18 ; 1.34 ; -3.13 ; -0.24 ; 99.44
6022; 5.83 ; 450.00 ; -0.35 ; -0.35 ; 9.22 ; 9.31 ; 0.09 ; -0.20 ; 1.78 ; -2.19 ; 2.19 ; 111.72
6147; 4.91 ; 426.00 ; 0.24 ; -0.35 ; 9.34 ; 9.35 ; 0.09 ; -0.22 ; 2.12 ; -2.17 ; -1.44 ; 116.88
6276; 3.32 ; 448.00 ; 0.08 ; -0.39 ; 9.30 ; 9.31 ; 0.08 ; -0.18 ; 1.40 ; -2.42 ; -0.48 ; 129.94
6402; 4.79 ; 497.00 ; 0.20 ; -0.39 ; 9.38 ; 9.39 ; 0.07 ; -0.15 ; 0.83 ; -2.40 ; -1.20 ; 134.97
6528; 3.33 ; 459.00 ; 0.63 ; 0.16 ; 9.45 ; 10.01 ; 0.06 ; -0.11 ; 0.16 ; 0.95 ; -3.80 ; 141.33
6652; 3.67 ; 482.00 ; 0.75 ; 1.06 ; 9.53 ; 9.62 ; 0.00 ; 0.03 ; -2.36 ; 6.34 ; -4.44 ; 150.74
6778; 7.06 ; 418.00 ; 1.06 ; 1.57 ; 9.45 ; 9.64 ; -0.05 ; 0.23 ; -6.07 ; 9.42 ; -6.31 ; 133.78
6904; 129.07 ; 600.00 ; -0.71 ; -2.16 ; 9.06 ; 9.34 ; -0.15 ; 0.42 ; -9.55 ; -13.39 ; 4.33 ; 101.14
7041; 26.84 ; 612.00 ; -0.78 ; -2.31 ; 9.18 ; 9.50 ; -0.15 ; 0.42 ; -9.55 ; -14.15 ; 4.74 ; 61.01
7168; 68.70 ; 621.00 ; -0.82 ; -2.24 ; 9.30 ; 9.58 ; -0.15 ; 0.42 ; -9.53 ; -13.52 ; 4.92 ; 13.25
7298; 952.21 ; 534.00 ; -0.82 ; -2.24 ; 9.14 ; 9.45 ; -0.15 ; 0.42 ; -9.53 ; -13.75 ; 5.00 ; 143.01
7480; 110.81 ; 561.00 ; -0.82 ; -2.24 ; 9.22 ; 9.52 ; -0.15 ; 0.41 ; -9.52 ; -13.63 ; 4.96 ; 97.09
7611; 205.32 ; 628.00 ; -0.78 ; -2.20 ; 9.06 ; 9.36 ; -0.15 ; 0.41 ; -9.51 ; -13.63 ; 4.81 ; 53.24
7752; 112.43 ; 556.00 ; -0.86 ; -2.16 ; 9.38 ; 9.66 ; -0.15 ; 0.41 ; -9.50 ; -12.96 ; 5.13 ; -3.98
7884; 109.98 ; 509.00 ; -0.63 ; -2.12 ; 9.22 ; 9.48 ; -0.14 ; 0.41 ; -9.49 ; -12.94 ; 3.80 ; -163.16
8016; 102.89 ; 503.00 ; -0.90 ; -2.39 ; 9.26 ; 9.60 ; -0.15 ; 0.41 ; -9.48 ; -14.49 ; 5.39 ; 135.73
8148; 103.20 ; 598.00 ; -0.82 ; -2.35 ; 9.26 ; 9.59 ; -0.14 ; 0.41 ; -9.47 ; -14.26 ; 4.93 ; 90.44
8281; 368.70 ; 515.00 ; -0.78 ; -2.08 ; 8.98 ; 9.25 ; -0.15 ; 0.41 ; -9.47 ; -13.03 ; 4.86 ; 49.23
8430; 88.66 ; 490.00 ; -0.78 ; -2.16 ; 9.26 ; 9.54 ; -0.15 ; 0.41 ; -9.46 ; -13.12 ; 4.72 ; -16.70
8561; 139.78 ; 472.00 ; -0.82 ; -2.20 ; 9.30 ; 9.59 ; -0.14 ; 0.40 ; -9.37 ; -13.29 ; 4.93 ; -174.01
8695; 121.12 ; 506.00 ; -0.82 ; -2.20 ; 9.06 ; 9.57 ; -0.14 ; 0.39 ; -9.14 ; -13.63 ; 5.05 ; 131.51
8827; 104.11 ; 547.00 ; -0.75 ; -2.00 ; 9.14 ; 9.39 ; -0.13 ; 0.38 ; -8.87 ; -12.35 ; 4.55 ; 90.28
8960; 77.42 ; 446.00 ; -0.51 ; -1.41 ; 9.22 ; 9.21 ; -0.12 ; 0.33 ; -7.93 ; -8.71 ; 3.13 ; 44.68
9093; 188.34 ; 493.00 ; -0.55 ; -0.71 ; 9.18 ; 9.25 ; -0.09 ; 0.28 ; -7.02 ; -4.40 ; 3.41 ; -20.51
9230; 178.39 ; 412.00 ; -0.39 ; -1.22 ; 9.30 ; 9.38 ; -0.09 ; 0.25 ; -6.57 ; -7.45 ; 2.40 ; -99.03
9366; 135.57 ; 387.00 ; -0.31 ; -1.10 ; 9.26 ; 9.33 ; -0.09 ; 0.26 ; -6.54 ; -6.77 ; 1.93 ; -172.55
9499; 98.91 ; 461.00 ; -0.31 ; -1.18 ; 9.18 ; 9.26 ; -0.09 ; 0.26 ; -6.54 ; -7.31 ; 1.94 ; 138.63
9630; 97.23 ; 455.00 ; -0.39 ; -1.14 ; 9.26 ; 9.34 ; -0.09 ; 0.26 ; -6.53 ; -7.01 ; 2.41 ; 104.02
9765; 99.32 ; 451.00 ; -0.31 ; -1.29 ; 9.22 ; 9.41 ; -0.09 ; 0.26 ; -6.52 ; -7.99 ; 1.93 ; 70.47
9896; 101.51 ; 347.00 ; -0.43 ; -1.22 ; 9.41 ; 9.50 ; -0.08 ; 0.26 ; -6.52 ; -7.36 ; 2.60 ; 35.67
10028; 169.70 ; 358.00 ; -0.35 ; -1.10 ; 9.26 ; 9.33 ; -0.09 ; 0.26 ; -6.51 ; -6.77 ; 2.17 ; -11.93
10361; 144.75 ; 280.00 ; -0.43 ; -1.26 ; 9.26 ; 9.35 ; -0.09 ; 0.26 ; -6.50 ; -7.72 ; 2.64 ; -171.33
10496; 110.15 ; 438.00 ; -0.31 ; -1.14 ; 9.38 ; 9.45 ; -0.09 ; 0.25 ; -6.50 ; -6.92 ; 1.90 ; 144.93
10631; 112.90 ; 373.00 ; -0.35 ; -1.26 ; 9.26 ; 9.27 ; -0.09 ; 0.25 ; -6.49 ; -7.72 ; 2.16 ; 106.15
10763; 103.76 ; 288.00 ; -0.31 ; -1.33 ; 9.34 ; 9.44 ; -0.09 ; 0.25 ; -6.49 ; -8.13 ; 1.91 ; 72.97
10895; 131.38 ; 346.00 ; -0.55 ; -1.18 ; 9.34 ; 9.43 ; -0.09 ; 0.25 ; -6.48 ; -7.18 ; 3.34 ; 40.36
11028; 261.05 ; 329.00 ; -0.55 ; -1.22 ; 9.38 ; 9.47 ; -0.09 ; 0.25 ; -6.48 ; -7.39 ; 3.32 ; -83.63
11169; 178.41 ; 315.00 ; -0.35 ; -1.26 ; 9.26 ; 9.35 ; -0.09 ; 0.25 ; -6.47 ; -7.72 ; 2.16 ; -162.67
11309; 99.73 ; 312.00 ; -0.35 ; -1.10 ; 9.22 ; 9.29 ; -0.09 ; 0.25 ; -6.47 ; -6.79 ; 2.18 ; 150.27
11440; 107.45 ; 386.00 ; -0.39 ; -1.10 ; 9.34 ; 9.41 ; -0.09 ; 0.25 ; -6.46 ; -6.71 ; 2.39 ; 110.77
11573; 88.56 ; 296.00 ; -0.24 ; -1.14 ; 9.14 ; 9.21 ; -0.09 ; 0.25 ; -6.45 ; -7.09 ; 1.46 ; 77.01
11703; 108.01 ; 186.00 ; -0.16 ; -1.10 ; 9.18 ; 9.25 ; -0.08 ; 0.23 ; -6.19 ; -6.82 ; 0.97 ; 43.89
11835; 156.48 ; 248.00 ; -0.20 ; -0.94 ; 9.30 ; 9.36 ; -0.07 ; 0.20 ; -5.52 ; -5.78 ; 1.20 ; 6.86
11973; 267.94 ; 242.00 ; -0.12 ; -1.02 ; 9.26 ; 9.31 ; -0.07 ; 0.19 ; -5.29 ; -6.29 ; 0.72 ; -40.38
12114; 210.78 ; 340.00 ; -0.20 ; -0.75 ; 9.26 ; 9.29 ; -0.06 ; 0.18 ; -5.12 ; -4.60 ; 1.21 ; -107.96
12253; 119.33 ; 301.00 ; -0.24 ; -0.82 ; 9.30 ; 9.34 ; -0.06 ; 0.17 ; -5.04 ; -5.06 ; 1.44 ; -168.61
12386; 102.07 ; 360.00 ; -0.20 ; -0.75 ; 9.30 ; 9.33 ; -0.06 ; 0.18 ; -5.03 ; -4.58 ; 1.20 ; 151.42
12517; 91.01 ; 262.00 ; -0.20 ; -0.75 ; 9.18 ; 9.21 ; -0.06 ; 0.17 ; -5.03 ; -4.64 ; 1.22 ; 121.09
12651; 102.33 ; 291.00 ; -0.16 ; -0.78 ; 9.18 ; 9.21 ; -0.06 ; 0.17 ; -5.03 ; -4.89 ; 0.98 ; 92.21
12783; 98.81 ; 183.00 ; -0.20 ; -0.90 ; 9.30 ; 9.34 ; -0.06 ; 0.18 ; -5.02 ; -5.54 ; 1.20 ; 66.28
12914; 93.45 ; 155.00 ; -0.20 ; -0.86 ; 9.38 ; 9.42 ; -0.06 ; 0.18 ; -5.02 ; -5.26 ; 1.19 ; 37.93
13046; 95.34 ; 248.00 ; -0.20 ; -0.86 ; 9.34 ; 9.38 ; -0.06 ; 0.18 ; -5.02 ; -5.28 ; 1.20 ; 7.48
13177; 131.62 ; 206.00 ; -0.20 ; -0.78 ; 9.38 ; 9.41 ; -0.06 ; 0.17 ; -5.01 ; -4.78 ; 1.19 ; -36.34
13314; 100.77 ; 268.00 ; -0.24 ; -0.71 ; 9.26 ; 9.29 ; -0.06 ; 0.17 ; -5.01 ; -4.36 ; 1.45 ; -99.08
13446; 104.88 ; 301.00 ; -0.12 ; -0.94 ; 9.30 ; 9.34 ; -0.06 ; 0.17 ; -5.01 ; -5.78 ; 0.72 ; -161.06
13577; 77.93 ; 353.00 ; -0.20 ; -0.82 ; 9.38 ; 9.41 ; -0.06 ; 0.17 ; -5.00 ; -5.02 ; 1.19 ; 156.04
13708; 81.40 ; 286.00 ; -0.20 ; -0.82 ; 9.22 ; 9.26 ; -0.06 ; 0.17 ; -5.00 ; -5.11 ; 1.21 ; 124.45
13838; 95.49 ; 237.00 ; -0.20 ; -0.75 ; 9.38 ; 9.41 ; -0.06 ; 0.17 ; -5.00 ; -4.55 ; 1.19 ; 98.21
13972; 100.07 ; 183.00 ; 0.08 ; -0.78 ; 9.30 ; 9.33 ; -0.06 ; 0.17 ; -4.99 ; -4.82 ; -0.48 ; 68.01
14104; 92.77 ; 88.00 ; -0.20 ; -0.78 ; 9.41 ; 9.45 ; -0.06 ; 0.17 ; -4.99 ; -4.76 ; 1.19 ; 45.71
14235; 94.78 ; 148.00 ; -0.16 ; -0.78 ; 9.38 ; 9.41 ; -0.06 ; 0.17 ; -4.98 ; -4.78 ; 0.96 ; 16.72
14366; 95.09 ; 182.00 ; -0.16 ; -0.78 ; 9.26 ; 9.29 ; -0.06 ; 0.17 ; -4.98 ; -4.84 ; 0.97 ; -24.78
14497; 95.34 ; 205.00 ; -0.31 ; -0.71 ; 9.34 ; 9.37 ; -0.06 ; 0.17 ; -4.98 ; -4.33 ; 1.92 ; -90.08
14631; 91.40 ; 253.00 ; -0.20 ; -0.71 ; 9.30 ; 9.33 ; -0.06 ; 0.17 ; -4.97 ; -4.34 ; 1.21 ; -148.74
14763; 80.09 ; 261.00 ; -0.20 ; -0.78 ; 9.26 ; 9.33 ; -0.06 ; 0.17 ; -4.97 ; -4.84 ; 1.21 ; 163.00
14894; 78.44 ; 245.00 ; -0.20 ; -0.82 ; 9.41 ; 9.45 ; -0.06 ; 0.17 ; -4.97 ; -5.00 ; 1.19 ; 129.58
15024; 93.20 ; 190.00 ; -0.16 ; -0.75 ; 9.26 ; 9.41 ; -0.06 ; 0.17 ; -4.96 ; -4.60 ; 0.97 ; 102.06
15155; 83.54 ; 129.00 ; -0.20 ; -0.86 ; 9.34 ; 9.38 ; -0.06 ; 0.17 ; -4.96 ; -5.28 ; 1.20 ; 78.05
15288; 89.82 ; 140.00 ; -0.24 ; -0.90 ; 9.22 ; 9.27 ; -0.06 ; 0.17 ; -4.95 ; -5.59 ; 1.46 ; 54.31
15419; 89.71 ; 63.00 ; -0.20 ; -0.75 ; 9.38 ; 9.41 ; -0.06 ; 0.17 ; -4.95 ; -4.55 ; 1.19 ; 23.48
15550; 86.42 ; 110.00 ; -0.16 ; -0.71 ; 9.22 ; 9.25 ; -0.06 ; 0.17 ; -4.95 ; -4.38 ; 0.97 ; -11.51
15681; 100.68 ; 94.00 ; -0.20 ; -0.75 ; 9.38 ; 9.41 ; -0.06 ; 0.17 ; -4.95 ; -4.55 ; 1.19 ; -64.11
15812; 102.38 ; 158.00 ; -0.20 ; -0.78 ; 9.26 ; 9.29 ; -0.06 ; 0.17 ; -4.94 ; -4.84 ; 1.21 ; -139.40
15947; 71.20 ; 174.00 ; -0.31 ; -0.78 ; 9.41 ; 9.45 ; -0.05 ; 0.17 ; -4.94 ; -4.76 ; 1.90 ; 172.90
16077; 76.35 ; 177.00 ; -0.20 ; -0.94 ; 9.34 ; 9.39 ; -0.06 ; 0.17 ; -4.93 ; -5.76 ; 1.20 ; 169.87
16207; 99.51 ; 158.00 ; -0.12 ; -0.86 ; 9.30 ; 9.34 ; -0.05 ; 0.17 ; -4.93 ; -5.30 ; 0.72 ; 136.90
16338; 81.60 ; 95.00 ; -0.27 ; -0.71 ; 9.30 ; 9.33 ; -0.06 ; 0.17 ; -4.93 ; -4.34 ; 1.69 ; 110.10
16470; 88.80 ; 63.00 ; -0.24 ; -0.82 ; 9.38 ; 9.41 ; -0.06 ; 0.17 ; -4.93 ; -5.02 ; 1.43 ; 84.99
16603; 75.59 ; 85.00 ; -0.20 ; -0.71 ; 9.30 ; 9.33 ; -0.05 ; 0.17 ; -4.92 ; -4.34 ; 1.21 ; 60.15
16733; 90.70 ; 36.00 ; -0.24 ; -0.78 ; 9.22 ; 9.25 ; -0.05 ; 0.17 ; -4.92 ; -4.86 ; 1.46 ; 34.06
16864; 87.13 ; 59.00 ; -0.24 ; -0.75 ; 9.34 ; 9.37 ; -0.06 ; 0.16 ; -4.88 ; -4.56 ; 1.44 ; 0.26
16995; 81.86 ; 78.00 ; -0.24 ; -0.82 ; 9.26 ; 9.30 ; -0.06 ; 0.17 ; -4.86 ; -5.08 ; 1.45 ; -39.01
17125; 93.34 ; 152.00 ; -0.24 ; -0.71 ; 9.30 ; 9.33 ; -0.05 ; 0.16 ; -4.85 ; -4.34 ; 1.45 ; -107.29
17257; 69.87 ; 117.00 ; -0.24 ; -0.78 ; 9.38 ; 9.41 ; -0.05 ; 0.16 ; -4.85 ; -4.78 ; 1.43 ; -166.66
17389; 67.94 ; 94.00 ; -0.16 ; -0.82 ; 9.26 ; 9.30 ; -0.06 ; 0.17 ; -4.85 ; -5.08 ; 0.97 ; 153.16
17519; 103.76 ; 73.00 ; -0.16 ; -0.67 ; 9.26 ; 9.28 ; -0.05 ; 0.17 ; -4.84 ; -4.12 ; 0.97 ; 125.10
17651; 89.22 ; 26.00 ; -0.24 ; -0.78 ; 9.34 ; 9.37 ; -0.05 ; 0.16 ; -4.84 ; -4.80 ; 1.44 ; 98.66
17781; 100.95 ; 30.00 ; -0.16 ; -0.71 ; 9.26 ; 9.37 ; -0.05 ; 0.16 ; -4.83 ; -4.36 ; 0.97 ; 72.32
17913; 95.02 ; 32.00 ; -0.16 ; -0.78 ; 9.45 ; 9.49 ; -0.05 ; 0.16 ; -4.83 ; -4.74 ; 0.95 ; 47.53
18048; 72.78 ; 13.00 ; -0.20 ; -0.82 ; 9.41 ; 9.45 ; -0.05 ; 0.17 ; -4.82 ; -5.00 ; 1.19 ; 20.31
18178; 91.06 ; 44.00 ; -0.20 ; -0.75 ; 9.26 ; 9.29 ; -0.05 ; 0.17 ; -4.83 ; -4.60 ; 1.21 ; -14.48
18309; 93.45 ; 78.00 ; -0.27 ; -0.63 ; 9.30 ; 9.32 ; -0.05 ; 0.16 ; -4.82 ; -3.86 ; 1.69 ; -73.38
18440; 80.81 ; 116.00 ; -0.24 ; -0.75 ; 9.38 ; 9.41 ; -0.05 ; 0.16 ; -4.82 ; -4.55 ; 1.43 ; -135.17
18570; 29.41 ; 104.00 ; -0.16 ; -0.75 ; 9.26 ; 9.29 ; -0.05 ; 0.16 ; -4.81 ; -4.60 ; 0.97 ; 177.00
18701; 69.93 ; 38.00 ; -0.16 ; -0.78 ; 9.41 ; 9.45 ; -0.06 ; 0.16 ; -4.81 ; -4.76 ; 0.95 ; 143.83
18831; 66.46 ; 23.00 ; -0.20 ; -0.71 ; 9.26 ; 9.29 ; -0.06 ; 0.16 ; -4.81 ; -4.36 ; 1.21 ; 115.15
18960; 94.93 ; 14.00 ; -0.24 ; -0.71 ; 9.18 ; 9.21 ; -0.05 ; 0.16 ; -4.80 ; -4.40 ; 1.46 ; 88.93
19091; 68.65 ; 13.00 ; -0.08 ; -0.75 ; 9.34 ; 9.37 ; -0.05 ; 0.16 ; -4.80 ; -4.56 ; 0.48 ; 62.20
19221; 101.17 ; 11.00 ; 0.75 ; -0.16 ; 9.26 ; 9.29 ; -1.58 ; -0.16 ; -0.58 ; -0.97 ; -4.60 ; 28.65
19355; 90.75 ; 9.00 ; 0.00 ; -0.24 ; 9.34 ; 9.30 ; 0.05 ; -0.09 ; -0.55 ; -1.44 ; 0.00 ; 28.13
19486; 76.62 ; 9.00 ; -0.04 ; -0.16 ; 9.14 ; 9.14 ; 0.04 ; -0.08 ; -0.55 ; -0.98 ; 0.25 ; 22.38
19616; 93.17 ; 19.00 ; -0.08 ; -0.16 ; 9.38 ; 9.26 ; 0.04 ; -0.08 ; -0.55 ; -0.96 ; 0.48 ; 20.06
19747; 85.40 ; 23.00 ; -0.04 ; -0.20 ; 9.45 ; 9.46 ; 0.04 ; -0.09 ; -0.54 ; -1.19 ; 0.24 ; 14.19
19878; 71.44 ; 12.00 ; -0.12 ; -0.16 ; 9.45 ; 9.46 ; 0.04 ; -0.08 ; -0.54 ; -0.95 ; 0.71 ; 9.65
20011; 94.95 ; 10.00 ; 0.04 ; -0.16 ; 9.49 ; 9.49 ; 0.04 ; -0.08 ; -0.54 ; -0.95 ; -0.24 ; 6.12
20142; 97.89 ; 6.00 ; 0.00 ; -0.20 ; 9.34 ; 9.34 ; 0.04 ; -0.08 ; -0.54 ; -1.20 ; 0.00 ; 1.16
20273; 89.53 ; 6.00 ; -0.04 ; -0.20 ; 9.30 ; 9.30 ; 0.04 ; -0.08 ; -0.54 ; -1.21 ; 0.24 ; -1.99
20404; 94.78 ; 7.00 ; 0.04 ; -0.08 ; 9.41 ; 9.41 ; 0.04 ; -0.08 ; -0.54 ; -0.48 ; -0.24 ; -8.92
20535; 84.36 ; 10.00 ; -0.12 ; -0.12 ; 9.22 ; 9.22 ; 0.04 ; -0.08 ; -0.54 ; -0.73 ; 0.73 ; -13.18
20668; 104.69 ; 9.00 ; -0.16 ; -0.24 ; 9.49 ; 9.50 ; 0.04 ; -0.08 ; -0.54 ; -1.42 ; 0.95 ; -15.99
20800; 98.81 ; 9.00 ; 0.04 ; -0.12 ; 9.34 ; 9.34 ; 0.04 ; -0.08 ; -0.54 ; -0.72 ; -0.24 ; -21.67
20932; 89.27 ; 11.00 ; -0.08 ; -0.16 ; 9.41 ; 9.42 ; 0.04 ; -0.08 ; -0.54 ; -0.95 ; 0.48 ; -26.71
21062; 96.82 ; 13.00 ; -0.16 ; -0.12 ; 9.34 ; 9.34 ; 0.04 ; -0.08 ; -0.54 ; -0.72 ; 0.96 ; -35.57
21194; 93.91 ; 11.00 ; -0.08 ; -0.12 ; 9.22 ; 9.22 ; 0.04 ; -0.09 ; -0.54 ; -0.73 ; 0.49 ; -37.59
21325; 93.40 ; 14.00 ; -0.04 ; -0.12 ; 9.34 ; 9.34 ; 0.04 ; -0.08 ; -0.54 ; -0.72 ; 0.24 ; -41.27
